Status,Vendor No.,Vendor,System,Division,Total Spend,Invoices,Open Balance,Avg Day to Pay,% Late,Avg Days Paid Late,Avg Invoice Value,Added On,Vendor Group,Telephone,Tax ID,Email
Inactive,1000000627,Fisher LLC,"SAP-P49, SAP-P49-WF",,1010376.3,243,26676.62,47.0,73.16,30.0,2610.79,2024-03-09,,001-569-402-8249,4864261632,elizabethkramer@example.org
Inactive,1000000628,Parker and Sons,SAP-P49-WF,"Marelli EPT Cologne, Marelli PWT Slovakia, Marelli Germany, Marelli Poland, Marelli Italy, Marelli Japan",996554.06,13,-416928.34,61.0,6.04,19.0,2312.19,2022-03-17,,(476)527-0232x441,3915438765,samuelramsey@example.org
Active,1000000629,"Peters, Rowe and Smith","SAP-P49, SAP-P49-WF","Marelli Italy, Marelli Germany, Marelli Poland, Marelli PWT Slovakia, Marelli EPT Cologne",0.0,0,-0.0,,,,0.0,2023-12-28,,(951)578-6376,5648366551,hugheslucas@example.org
Active,1000000630,Mejia-Villanueva,"SAP-P49, SAP-P49-WF","Marelli Poland, Marelli Italy, Marelli PWT Slovakia, Marelli Japan",994842.12,185,288204.28,60.0,65.87,4.0,2710.74,2023-05-15,,+1-769-768-1579x03923,3587549251,walter09@example.net
Inactive,1000000631,Melendez-Brewer,SAP-P49-WF,"Marelli Italy, Marelli PWT Slovakia, Marelli Germany, Marelli Poland",0.0,0,-0.0,,,,0.0,2023-06-18,,(873)403-4615,8079998303,thernandez@example.com
Active,1000000632,"Nicholson, Johnson and Mullen","SAP-P49, SAP-P49-WF",,0.0,0,0.0,,,,0.0,2023-04-18,,(422)868-1715x16025,6894406560,psmith@example.net
Active,1000000633,Henderson-Brown,SAP-P49,"Marelli Italy, Marelli Poland, Marelli PWT Slovakia, Marelli Japan",997353.51,388,218621.66,58.0,22.85,2.0,249338.38,2023-04-08,,(841)397-8575x85126,3173939142,adamvaughan@example.net
Inactive,1000000634,"Scott, Robertson and Mendez","SAP-P49, SAP-P49-WF","Marelli Germany, Marelli Japan",0.0,0,0.0,,,,0.0,2023-02-10,,760.674.0177x509,7538202771,srogers@example.org
Inactive,1000000635,"Adams, Carter and Butler","SAP-P49, SAP-P49-WF","Marelli Japan, Marelli EPT Cologne, Marelli Germany, Marelli PWT Slovakia, Marelli Poland",0.0,0,0.0,,,,0.0,2022-06-11,,354.309.1508x632,7584185714,jessicaschultz@example.com
Inactive,1000000636,Reed-Ellis,SAP-P49,"Marelli EPT Cologne, Marelli Germany, Marelli Japan",994360.86,465,179211.91,41.0,7.22,0.0,16038.08,2022-07-11,,+1-338-897-0155x029,8412602517,morgandana@example.com
Inactive,1000000637,Morales-White,"SAP-P49, SAP-P49-WF","Marelli Poland, Marelli EPT Cologne, Marelli PWT Slovakia, Marelli Germany",1002821.39,263,-470671.71,83.0,25.77,0.0,2315.98,2022-06-05,,001-241-761-3944x9883,6994391476,blewis@example.com
Inactive,1000000638,"Barker, Lopez and Mason",SAP-P49-WF,,0.0,0,-0.0,,,,0.0,2022-12-22,,2968244063,2701406840,joshuaford@example.net
Inactive,1000000639,Davis-Walker,"SAP-P49, SAP-P49-WF",,0.0,0,0.0,,,,0.0,2021-03-30,,001-853-919-4979x695,3244923549,cooperluis@example.com
Active,1000000640,Murray Ltd,"SAP-P49, SAP-P49-WF","Marelli Germany, Marelli PWT Slovakia, Marelli Japan, Marelli Poland, Marelli EPT Cologne, Marelli Italy",1004664.4,424,-74854.19,48.0,34.59,8.0,2862.29,2024-11-19,,338.526.4609x1785,4956426962,kevin57@example.net
Inactive,1000000641,Johnson-Weber,SAP-P49,"Marelli Poland, Marelli Japan, Marelli EPT Cologne, Marelli Germany, Marelli Italy",0.0,0,-0.0,,,,0.0,2021-11-19,,(995)596-6048,2439881999,imorse@example.com
Active,1000000642,"Rush, Martinez and Foster",SAP-P49,,0.0,0,0.0,,,,0.0,2024-05-30,,719.542.2686,5447056736,rlester@example.com
Active,1000000643,Mccoy-Beck,SAP-P49,,0.0,0,-0.0,,,,0.0,2021-01-25,,+1-858-688-6367x74722,4059515772,patelmatthew@example.com
Inactive,1000000644,"Jackson, Solomon and Reyes",SAP-P49,,0.0,0,0.0,,,,0.0,2024-04-27,,+1-866-263-0932x9981,8541755980,chelsea29@example.net
Active,1000000645,Cohen-Crane,"SAP-P49, SAP-P49-WF","Marelli PWT Slovakia, Marelli Germany, Marelli Italy, Marelli Poland, Marelli Japan, Marelli EPT Cologne",1004365.79,158,79018.89,26.0,43.86,6.0,14990.53,2021-05-30,,5964883275,8119491844,mgiles@example.com
Active,1000000646,Carter Inc,SAP-P49,"Marelli EPT Cologne, Marelli PWT Slovakia, Marelli Germany, Marelli Italy",999473.04,17,373226.46,75.0,90.07,18.0,32241.07,2023-08-08,,997.373.9732,6805734959,monica23@example.com
Active,1000000647,"Rivers, Smith and Johnson",SAP-P49-WF,Marelli PWT Slovakia,0.0,0,-0.0,,,,0.0,2024-05-06,,+1-968-276-1648x19807,7177159303,lisa05@example.com
Active,1000000648,"Ho, Soto and Alexander","SAP-P49, SAP-P49-WF",Marelli Germany,1008904.15,434,-225159.36,45.0,59.24,30.0,3396.98,2022-12-03,,712-449-1256,3512702195,lauraclark@example.org
Active,1000000649,May-Jones,"SAP-P49, SAP-P49-WF",Marelli Italy,1007382.7,391,234834.03,11.0,13.16,16.0,8994.49,2022-01-17,,001-273-445-4757x494,6141482144,aimeejohnson@example.com
Active,1000000650,"Cox, Carter and Duffy","SAP-P49, SAP-P49-WF","Marelli Italy, Marelli EPT Cologne",0.0,0,0.0,,,,0.0,2024-11-19,,(694)877-4222,4531370924,dana03@example.net
Active,1000000651,Hernandez-Smith,SAP-P49,,0.0,0,0.0,,,,0.0,2023-05-08,,(788)867-9252x985,7215267781,hwong@example.com
Active,1000000652,Webb Group,SAP-P49-WF,Marelli Italy,0.0,0,-0.0,,,,0.0,2023-10-02,,3155343324,5273941185,victor90@example.net
Active,1000000653,"Villanueva, Figueroa and Cox",SAP-P49,Marelli EPT Cologne,1006900.46,146,-264267.75,68.0,97.14,19.0,2670.82,2022-09-20,,3612581488,5612455465,pknight@example.org
Inactive,1000000654,Robles-White,SAP-P49-WF,,0.0,0,-0.0,,,,0.0,2022-01-11,,+1-433-672-0948x4131,5679815888,clarkjohn@example.net
Inactive,1000000655,Marshall-Herrera,"SAP-P49, SAP-P49-WF",Marelli Japan,999872.23,252,-252736.63,23.0,87.07,12.0,4443.88,2023-11-26,,5513371717,2365098278,carmenevans@example.org
Inactive,1000000656,"Jordan, Stein and Cortez","SAP-P49, SAP-P49-WF",Marelli Japan,0.0,0,-0.0,,,,0.0,2021-12-01,,739.997.0469x472,2277929773,stephanie44@example.net
Inactive,1000000657,Peterson Ltd,SAP-P49,"Marelli PWT Slovakia, Marelli Germany, Marelli EPT Cologne, Marelli Poland",1005863.65,256,14904.24,45.0,35.92,24.0,2748.26,2024-03-26,,+1-984-971-2705,4549707878,haroldhodges@example.net
Inactive,1000000658,Davis-Atkins,SAP-P49-WF,"Marelli EPT Cologne, Marelli Japan, Marelli Poland, Marelli PWT Slovakia, Marelli Germany",994222.16,56,-108289.15,25.0,96.94,8.0,3961.04,2023-10-05,,682-531-3348x45871,7286340011,mariolee@example.com
Active,1000000659,Phelps PLC,SAP-P49,,1001596.12,426,-242252.62,18.0,65.67,15.0,2878.15,2021-02-13,,+1-625-787-9643x47452,6175020486,maria57@example.com
Inactive,1000000660,Elliott-Farmer,SAP-P49,"Marelli PWT Slovakia, Marelli Japan, Marelli EPT Cologne, Marelli Germany, Marelli Italy",0.0,0,-0.0,,,,0.0,2024-09-06,,5605652740,4138460770,kenneth50@example.com
Inactive,1000000661,Gibbs-Nguyen,"SAP-P49, SAP-P49-WF",Marelli EPT Cologne,997661.49,451,468722.36,25.0,45.38,12.0,4318.88,2022-09-26,,+1-533-498-7411,5663067834,jennifer97@example.org
Active,1000000662,"Price, Moyer and Mccarthy",SAP-P49,"Marelli Poland, Marelli Germany, Marelli EPT Cologne, Marelli Italy, Marelli PWT Slovakia, Marelli Japan",0.0,0,-0.0,,,,0.0,2023-02-25,,649.796.0105,8388570909,hmclean@example.com
Inactive,1000000663,Gilmore Inc,"SAP-P49, SAP-P49-WF","Marelli Italy, Marelli EPT Cologne, Marelli Japan, Marelli Poland, Marelli PWT Slovakia",0.0,0,-0.0,,,,0.0,2021-04-14,,662-629-4938x17359,3680985685,taylorkayla@example.net
Inactive,1000000664,"Stevenson, Krueger and Ward","SAP-P49, SAP-P49-WF","Marelli Poland, Marelli PWT Slovakia, Marelli Italy",0.0,0,-0.0,,,,0.0,2021-03-23,,001-273-425-7375x53449,6845574439,mayronald@example.com
Active,1000000665,Decker Inc,"SAP-P49, SAP-P49-WF",Marelli EPT Cologne,0.0,0,0.0,,,,0.0,2022-12-22,,350.396.0858x74951,3769224835,schmidtlauren@example.org
Active,1000000666,"Nielsen, Bishop and Kaiser",SAP-P49,"Marelli Italy, Marelli PWT Slovakia, Marelli Japan",0.0,0,-0.0,,,,0.0,2022-09-06,,001-816-247-7251x29578,2491651147,aandrews@example.net
Inactive,1000000667,Smith-Perez,SAP-P49,"Marelli Italy, Marelli Japan, Marelli EPT Cologne, Marelli Germany",0.0,0,0.0,,,,0.0,2024-11-15,,(424)539-5873x95923,8312313670,hunter08@example.net
Inactive,1000000668,Chan PLC,SAP-P49-WF,"Marelli Italy, Marelli PWT Slovakia, Marelli EPT Cologne",0.0,0,-0.0,,,,0.0,2024-11-04,,(515)753-3342x643,4899581606,taylorrachel@example.com
Inactive,1000000669,Flowers Group,SAP-P49,"Marelli EPT Cologne, Marelli Germany, Marelli Japan",0.0,0,-0.0,,,,0.0,2021-05-24,,5738607763,4301390288,davisgregory@example.net
Active,1000000670,"Black, Martin and Clark",SAP-P49-WF,,0.0,0,0.0,,,,0.0,2022-03-28,,395.956.3318x5748,6114326206,smithlinda@example.com
Active,1000000671,Gomez LLC,"SAP-P49, SAP-P49-WF",Marelli Italy,1001732.52,411,207135.46,77.0,16.7,15.0,4574.12,2022-02-23,,764-231-6704,7786680908,melaniethompson@example.org
Inactive,1000000672,Stone and Sons,"SAP-P49, SAP-P49-WF",,0.0,0,-0.0,,,,0.0,2024-09-09,,001-470-409-3459x626,4319057865,judypatrick@example.org
Inactive,1000000673,Koch-Rodriguez,SAP-P49-WF,"Marelli Japan, Marelli Italy, Marelli Germany, Marelli PWT Slovakia",0.0,0,-0.0,,,,0.0,2024-11-30,,(707)234-6549,8512133657,riverapamela@example.org
Inactive,1000000674,"Wiggins, Mcintyre and Williams",SAP-P49,"Marelli EPT Cologne, Marelli Poland, Marelli Japan, Marelli Italy, Marelli PWT Slovakia, Marelli Germany",0.0,0,0.0,,,,0.0,2023-07-26,,(998)922-1053x1611,2634554994,ichase@example.com
Inactive,1000000675,Vincent Ltd,SAP-P49-WF,Marelli Japan,0.0,0,0.0,,,,0.0,2023-04-14,,3479742585,7441444017,kgoodman@example.org
Active,1000000676,Robinson and Sons,SAP-P49-WF,"Marelli EPT Cologne, Marelli Germany",0.0,0,-0.0,,,,0.0,2021-10-24,,(531)616-4913,2824273671,jessicaturner@example.net
Inactive,1000000677,Barnett-Meyer,SAP-P49-WF,"Marelli EPT Cologne, Marelli PWT Slovakia, Marelli Germany, Marelli Italy",0.0,0,0.0,,,,0.0,2021-09-26,,001-842-256-5290,2125164061,tiffanysmith@example.net
Inactive,1000000678,Conley and Sons,"SAP-P49, SAP-P49-WF","Marelli PWT Slovakia, Marelli EPT Cologne, Marelli Japan, Marelli Italy, Marelli Poland, Marelli Germany",1001813.28,309,368939.06,48.0,20.58,27.0,30357.98,2023-04-03,,(865)909-7753,5851612450,shawnbaker@example.com
Active,1000000679,Mcgee Ltd,SAP-P49-WF,,1006493.69,371,-390600.45,27.0,26.97,7.0,17353.34,2024-03-04,,001-385-752-4578x71584,6006927920,imay@example.org
Inactive,1000000680,Perez Group,SAP-P49-WF,,1000241.93,122,436711.32,86.0,3.93,3.0,2525.86,2022-09-23,,318-442-5476,7709240185,gwilkins@example.org
Inactive,1000000681,Larsen and Sons,"SAP-P49, SAP-P49-WF",,996562.28,479,-376591.01,64.0,45.22,6.0,13467.06,2021-07-27,,001-503-458-9298x80858,2752282504,erik29@example.org
Inactive,1000000682,"Hernandez, Dunlap and Lynch",SAP-P49-WF,"Marelli PWT Slovakia, Marelli EPT Cologne, Marelli Poland, Marelli Italy, Marelli Japan",999050.03,163,7227.94,79.0,4.16,13.0,4094.47,2024-10-19,,940.764.6867,7353018934,jenniferevans@example.org
Active,1000000683,Erickson-Barnett,SAP-P49-WF,"Marelli Poland, Marelli PWT Slovakia, Marelli Italy",0.0,0,-0.0,,,,0.0,2024-09-07,,499.510.6227,6529783909,phartman@example.com
Active,1000000684,Vargas-Wright,SAP-P49-WF,"Marelli Japan, Marelli Poland, Marelli PWT Slovakia",1002241.95,274,487721.12,40.0,96.51,27.0,4415.16,2023-02-24,,(613)742-6192x372,6328752620,walshabigail@example.net
Inactive,1000000685,Ingram PLC,SAP-P49-WF,"Marelli Poland, Marelli Germany",1004581.64,441,-45467.51,30.0,51.56,29.0,4464.81,2024-07-06,,837.641.8972x1540,7657264405,simsronald@example.org
Inactive,1000000686,"Holt, Bauer and Blake",SAP-P49,Marelli EPT Cologne,1001732.44,242,-11172.74,62.0,66.69,29.0,2324.21,2022-11-02,,881.819.9537,5081150176,littlemichelle@example.com
Active,1000000687,"Oconnor, Conway and Bowman",SAP-P49,"Marelli PWT Slovakia, Marelli Poland, Marelli EPT Cologne, Marelli Italy, Marelli Germany",1005540.91,233,-299798.55,13.0,67.34,24.0,37242.26,2024-07-26,,664-351-0173x97396,4755619561,kcastro@example.com
Active,1000000688,"Stone, Schaefer and Reyes",SAP-P49,"Marelli Poland, Marelli Japan, Marelli PWT Slovakia, Marelli EPT Cologne, Marelli Italy, Marelli Germany",994800.47,265,467468.72,26.0,9.39,27.0,3261.64,2024-10-25,,+1-819-219-1135x996,8057262640,deborah77@example.net
Inactive,1000000689,"Johnson, Ross and Trujillo",SAP-P49-WF,,996881.16,69,366994.08,43.0,17.71,5.0,2832.05,2024-04-18,,001-660-739-2051x4607,5550944820,michael34@example.com
Active,1000000690,Nguyen Ltd,SAP-P49,"Marelli EPT Cologne, Marelli Japan",1009570.16,484,194469.41,83.0,83.81,7.0,91779.11,2021-02-06,,+1-742-538-8565x2715,4691344700,maria11@example.net
Inactive,1000000691,Edwards-Crawford,SAP-P49,"Marelli PWT Slovakia, Marelli EPT Cologne",1000752.09,317,-2827.36,64.0,61.78,19.0,7468.3,2021-10-22,,(463)447-5575,6677483206,allen39@example.com
Active,1000000692,"Graves, Castro and Sherman",SAP-P49,,0.0,0,0.0,,,,0.0,2023-07-08,,+1-826-691-3119,4122354617,jenniferpatel@example.com
Active,1000000693,Morse Inc,SAP-P49,,0.0,0,0.0,,,,0.0,2022-06-19,,001-249-991-5370x3824,7531755244,marthalucero@example.org
Active,1000000694,Alexander and Sons,SAP-P49-WF,,0.0,0,-0.0,,,,0.0,2022-03-07,,(504)830-9776,7510303048,melaniecarpenter@example.net
Inactive,1000000695,"Oneal, Werner and Francis",SAP-P49,"Marelli PWT Slovakia, Marelli Poland",1001824.81,500,431735.09,43.0,68.95,7.0,3160.33,2023-07-02,,001-754-565-5358x512,5896945814,colinlowery@example.net
Inactive,1000000696,"Alvarez, Edwards and Aguirre",SAP-P49,"Marelli Poland, Marelli EPT Cologne",0.0,0,0.0,,,,0.0,2022-02-28,,+1-935-883-7490x797,5063755264,bentongeorge@example.net
Inactive,1000000697,Hansen-Brown,SAP-P49,Marelli PWT Slovakia,1003193.65,171,-106474.55,40.0,65.12,15.0,2152.78,2022-12-16,,(872)415-1494x097,2195472703,clewis@example.com
Inactive,1000000698,"Terry, Torres and Hall",SAP-P49-WF,,0.0,0,-0.0,,,,0.0,2023-01-19,,362.889.5090x59119,6862926955,jessicawright@example.net
Active,1000000699,Houston Inc,"SAP-P49, SAP-P49-WF","Marelli Italy, Marelli EPT Cologne",994284.98,477,156943.22,53.0,99.94,28.0,4142.85,2021-09-17,,+1-771-451-1696x6672,2385035854,collinsgregory@example.com
Inactive,1000000700,Porter-Lopez,SAP-P49,"Marelli PWT Slovakia, Marelli Germany, Marelli EPT Cologne",1005025.71,447,283804.67,45.0,56.7,23.0,5432.57,2023-05-20,,(233)751-5718x4090,7510123795,jacksontamara@example.net
Inactive,1000000701,Smith Group,"SAP-P49, SAP-P49-WF","Marelli Poland, Marelli EPT Cologne",998738.1,392,238148.31,29.0,87.85,17.0,2285.44,2024-08-28,,709-395-1239x7283,3889741632,carolberry@example.com
Active,1000000702,"Singleton, Ingram and Romero",SAP-P49,"Marelli Poland, Marelli Germany, Marelli EPT Cologne, Marelli Italy",0.0,0,-0.0,,,,0.0,2023-09-30,,409.308.1441x529,2175199758,jlee@example.net
Inactive,1000000703,Pace-Mcfarland,SAP-P49-WF,"Marelli Germany, Marelli PWT Slovakia, Marelli Poland, Marelli Italy, Marelli EPT Cologne, Marelli Japan",0.0,0,-0.0,,,,0.0,2021-11-30,,+1-467-518-1535,5532919502,zlopez@example.org
Active,1000000704,Brown-Haas,"SAP-P49, SAP-P49-WF",,1005234.6,3,263658.09,77.0,79.78,24.0,3430.83,2021-12-25,,591.681.5899x8868,8083473931,derek34@example.net
Inactive,1000000705,Powell-Bennett,"SAP-P49, SAP-P49-WF","Marelli PWT Slovakia, Marelli Poland, Marelli Japan",0.0,0,-0.0,,,,0.0,2023-01-25,,207.515.8796x4740,6085458872,parkerbriana@example.net
Active,1000000706,"Thompson, Edwards and Williams",SAP-P49,"Marelli Japan, Marelli EPT Cologne, Marelli Italy, Marelli Poland, Marelli Germany, Marelli PWT Slovakia",1002849.75,169,318739.96,15.0,12.02,20.0,3143.73,2023-07-06,,4047635806,7690469312,lozanocorey@example.org
Active,1000000707,Joseph Inc,SAP-P49,,999134.64,411,-175262.37,46.0,36.65,10.0,2442.87,2021-04-13,,001-237-539-9006x314,5194597372,tracey63@example.com
Inactive,1000000708,Williams-Thomas,SAP-P49,"Marelli Germany, Marelli EPT Cologne",1000077.9,46,-103835.4,12.0,69.55,27.0,9346.52,2021-11-19,,294.869.4346,7963575256,mbennett@example.com
Active,1000000709,Greene-Sims,SAP-P49,"Marelli Japan, Marelli Poland, Marelli Germany, Marelli EPT Cologne",0.0,0,-0.0,,,,0.0,2021-07-05,,(707)423-1112x7128,5573640607,stephanie64@example.net
Inactive,1000000710,Mitchell-Hudson,SAP-P49-WF,,992236.36,244,-125764.18,44.0,22.73,18.0,3221.55,2023-05-06,,216-931-8732,6682470052,orodriguez@example.org
Inactive,1000000711,Lopez-Farmer,"SAP-P49, SAP-P49-WF","Marelli EPT Cologne, Marelli PWT Slovakia, Marelli Italy, Marelli Poland, Marelli Germany, Marelli Japan",0.0,0,-0.0,,,,0.0,2022-03-25,,236-595-7279,5065041792,jennywilliams@example.org
Active,1000000712,Peterson LLC,SAP-P49-WF,Marelli EPT Cologne,998482.32,154,103291.59,29.0,66.82,4.0,2844.68,2022-08-28,,(357)530-6624,5614378715,courtneyrogers@example.net
Inactive,1000000713,Johnson-Alexander,"SAP-P49, SAP-P49-WF",Marelli PWT Slovakia,996559.25,263,-119800.59,23.0,86.33,16.0,4571.37,2023-04-15,,298.348.2285,2405807947,ortizamanda@example.net
Inactive,1000000714,"Jackson, Cantu and Wood",SAP-P49-WF,Marelli Italy,1011262.18,9,19296.69,24.0,47.92,23.0,2983.07,2023-07-26,,(313)506-0906,7066138794,elliottcharles@example.net
Inactive,1000000715,Pineda-Newman,SAP-P49,"Marelli Poland, Marelli Japan, Marelli EPT Cologne, Marelli Italy, Marelli Germany, Marelli PWT Slovakia",0.0,0,-0.0,,,,0.0,2022-01-08,,796-573-7945x7727,2906532477,justinsimon@example.com
Inactive,1000000716,Macias-Richardson,"SAP-P49, SAP-P49-WF","Marelli PWT Slovakia, Marelli Japan, Marelli EPT Cologne, Marelli Italy, Marelli Poland",0.0,0,-0.0,,,,0.0,2024-08-25,,8644207683,4049214956,jared66@example.com
Inactive,1000000717,Quinn-Wallace,SAP-P49-WF,"Marelli Poland, Marelli EPT Cologne, Marelli Japan, Marelli PWT Slovakia, Marelli Italy",993052.14,70,79615.34,11.0,53.36,6.0,17121.59,2021-01-22,,(575)755-6283x3339,7103371483,wkelley@example.com
Inactive,1000000718,Schneider-Lewis,"SAP-P49, SAP-P49-WF","Marelli EPT Cologne, Marelli Italy",0.0,0,0.0,,,,0.0,2021-06-15,,(571)587-4960,7587400420,andrea26@example.net
Inactive,1000000719,White-Ramos,SAP-P49-WF,"Marelli Germany, Marelli EPT Cologne",0.0,0,0.0,,,,0.0,2023-09-10,,001-836-792-4926x932,4025031417,vsanchez@example.org
Active,1000000720,Stewart-Fitzpatrick,SAP-P49,"Marelli PWT Slovakia, Marelli Poland, Marelli Japan, Marelli EPT Cologne",991773.01,323,310410.81,65.0,71.81,13.0,2279.94,2023-10-02,,+1-780-511-1000x515,8675687811,susanparker@example.org
Inactive,1000000721,Hanson-Stewart,SAP-P49-WF,"Marelli Japan, Marelli Italy, Marelli EPT Cologne, Marelli PWT Slovakia, Marelli Poland",0.0,0,0.0,,,,0.0,2021-01-28,,375.824.4182x226,8107463741,annafuller@example.net
Active,1000000722,Vaughn-Mckee,SAP-P49-WF,,0.0,0,-0.0,,,,0.0,2023-08-17,,927-410-2676,2502257363,willisvanessa@example.com
Inactive,1000000723,Richards-White,SAP-P49-WF,Marelli Germany,1003794.64,148,-257491.1,34.0,92.7,15.0,5671.16,2023-06-06,,4796551512,7291843296,hrangel@example.net
Inactive,1000000724,Nixon LLC,"SAP-P49, SAP-P49-WF",,0.0,0,-0.0,,,,0.0,2024-08-27,,615-297-0996x2543,4012052397,kflores@example.org
Inactive,1000000725,"Allen, Parker and Cole",SAP-P49-WF,,1001405.96,345,435046.83,56.0,35.16,25.0,4138.04,2021-11-17,,(650)847-1580x29090,4670793428,rebeccajames@example.org
Active,1000000726,"Powers, Terry and Rogers","SAP-P49, SAP-P49-WF","Marelli Germany, Marelli Japan",0.0,0,-0.0,,,,0.0,2023-09-24,,366.752.5483x74417,6728346224,johnsondavid@example.org
Inactive,1000000727,Jones LLC,SAP-P49-WF,"Marelli PWT Slovakia, Marelli Japan, Marelli Poland, Marelli Germany, Marelli EPT Cologne",0.0,0,-0.0,,,,0.0,2021-11-10,,329-431-1005,7045362333,vwelch@example.net
Active,1000000728,Salazar Inc,SAP-P49,Marelli Italy,995647.14,117,-191871.2,25.0,80.3,17.0,8657.8,2023-09-13,,001-323-812-1106x330,7402305666,colleen37@example.org
Inactive,1000000729,"Travis, Jacobs and Lopez",SAP-P49,,0.0,0,0.0,,,,0.0,2022-06-21,,590-372-8012x3428,5849655934,lopezmelinda@example.org
Active,1000000730,Foster PLC,"SAP-P49, SAP-P49-WF","Marelli EPT Cologne, Marelli PWT Slovakia, Marelli Italy, Marelli Poland",995078.64,313,-187763.68,23.0,61.03,26.0,3455.13,2021-03-16,,696-484-3645x3804,4178862261,browntroy@example.net
Active,1000000731,Harvey Group,SAP-P49,,0.0,0,0.0,,,,0.0,2022-08-11,,670-715-9591,5041539221,zhoward@example.com
Inactive,1000000732,Porter-Hines,"SAP-P49, SAP-P49-WF",,996983.38,79,-376973.28,56.0,18.11,10.0,2373.77,2021-09-29,,983-939-2056x77567,6823177995,douglaschristensen@example.com
Inactive,1000000733,Marks LLC,SAP-P49,"Marelli Poland, Marelli Japan, Marelli Germany, Marelli PWT Slovakia",0.0,0,0.0,,,,0.0,2023-01-22,,(826)950-6229x2310,3782449120,josephgonzalez@example.com
Active,1000000734,Moore-Gallegos,SAP-P49,,992065.94,272,-316034.17,63.0,52.52,25.0,8479.2,2021-09-29,,+1-443-937-9766,5443570982,gomezdaniel@example.com
Inactive,1000000735,"Woods, Roberts and Young",SAP-P49-WF,,0.0,0,0.0,,,,0.0,2024-10-18,,436.670.4254x9691,7848777100,jenny25@example.net
Active,1000000736,Brown-West,SAP-P49,,0.0,0,-0.0,,,,0.0,2021-05-12,,(733)553-5748x59532,2364120398,lisawright@example.net
Active,1000000737,Zamora-Edwards,SAP-P49-WF,Marelli Japan,0.0,0,0.0,,,,0.0,2024-07-26,,662-395-1877,6943302352,mprice@example.com
Inactive,1000000738,"Thomas, Abbott and Brown",SAP-P49-WF,"Marelli Japan, Marelli Italy, Marelli Poland, Marelli EPT Cologne, Marelli Germany, Marelli PWT Slovakia",1006987.07,5,50577.48,45.0,4.34,28.0,3715.82,2024-05-24,,630.755.9782,5953305950,mgalloway@example.net
Inactive,1000000739,Holloway Ltd,"SAP-P49, SAP-P49-WF","Marelli Italy, Marelli Japan, Marelli EPT Cologne, Marelli Poland, Marelli Germany",999624.28,455,133101.35,61.0,95.14,24.0,9800.24,2022-08-30,,699.514.0388,2361984549,ahenderson@example.com
Inactive,1000000740,Harris-Phillips,"SAP-P49, SAP-P49-WF",,1006030.77,451,386523.52,26.0,22.81,16.0,3631.88,2022-07-25,,4619572768,2917983499,daniel47@example.com
